old_species,new_species,ani,accession,phenotype,antibiotic,measurement_sign,measurement_value,measurement_unit,laboratory_typing_method,laboratory_typing_platform,testing_standard,testing_standard_year,publication,isolation_source,isolation_country,collection_date,biosample,genome
Escherichia coli,Escherichia coli,0.977389996880268,SRR4017896,Resistant,gentamicin,,16.0,mg/L,Broth dilution,,CLSI,2013,,Urine,USA,,SRS1609020,ENA_SAMN05170220
Klebsiella pneumoniae,Klebsiella pneumoniae,0.9900176382306716,SRR4017897,Resistant,gentamicin,,16.0,mg/L,Broth dilution,,CLSI,2013,,Urine,USA,,SRS1609021,ENA_SAMN05170221
Klebsiella pneumoniae,Klebsiella pneumoniae,0.9895573016907684,SRR4017898,Susceptible,gentamicin,<,2.0,mg/L,Broth dilution,,CLSI,2013,,Blood,USA,,SRS1609022,ENA_SAMN05170222
Escherichia coli,Escherichia coli,0.9862915427037768,SRR4017899,Susceptible,gentamicin,<,1.0,mg/L,Broth dilution,,CLSI,2013,,Blood,USA,,SRS1609023,ENA_SAMN05170223
Escherichia coli,Escherichia coli,0.973949109432808,SRR4017900,Susceptible,gentamicin,<,0.5,mg/L,Broth dilution,,CLSI,2013,,Urine,USA,,SRS1609024,ENA_SAMN05170224
Escherichia coli,Escherichia coli,0.9864204636367848,SRR4017901,Susceptible,gentamicin,<,0.5,mg/L,Broth dilution,,CLSI,2013,,Urine,USA,,SRS1609025,ENA_SAMN05170225
Escherichia coli,Escherichia coli,0.9892899205045004,SRR4017903,Susceptible,gentamicin,<,0.5,mg/L,Broth dilution,,CLSI,2013,,Urine,USA,,SRS1609027,ENA_SAMN05170227
Escherichia coli,Escherichia coli,0.9896616571162788,SRR4017904,Susceptible,gentamicin,<,0.5,mg/L,Broth dilution,,CLSI,2013,,Urine,USA,,SRS1609028,ENA_SAMN05170228
Escherichia coli,Escherichia coli,0.9732390616713168,SRR4017905,Susceptible,gentamicin,<,0.5,mg/L,Broth dilution,,CLSI,2013,,Urine,USA,,SRS1609029,ENA_SAMN05170229
Klebsiella pneumoniae,Klebsiella pneumoniae,0.9903422071846316,SRR4017915,Intermediate,gentamicin,,4.0,mg/L,Broth dilution,,CLSI,2013,,Blood,USA,,SRS1609039,ENA_SAMN05170239
Klebsiella pneumoniae,Klebsiella pneumoniae,0.9891092386664566,SRR4017921,Resistant,gentamicin,,16.0,mg/L,Broth dilution,,CLSI,2013,,Urine,USA,,SRS1609045,ENA_SAMN05170245
Klebsiella pneumoniae,Klebsiella pneumoniae,0.9894177232261778,SRR4017923,Susceptible,gentamicin,<,1.0,mg/L,Broth dilution,,CLSI,2013,,Urine,USA,,SRS1609047,ENA_SAMN05170247
Escherichia coli,Escherichia coli,0.9734775535394232,SRR4017926,Intermediate,gentamicin,,4.0,mg/L,Broth dilution,,CLSI,2013,,Urine,USA,,SRS1609050,ENA_SAMN05170250
Klebsiella pneumoniae,Klebsiella variicola,0.9905854586115608,SRR4017929,Resistant,gentamicin,,16.0,mg/L,Broth dilution,,CLSI,2013,,Urine,USA,,SRS1609053,ENA_SAMN05170253
Campylobacter jejuni,Campylobacter jejuni,0.980840953608724,SRR4018124,Resistant,tetracycline,,32.0,mg/L,Broth dilution,,CLSI,2013,,Animal-Cattle-Dairy Cow,USA,,SRS1609247,ENA_SAMN05558637
Campylobacter jejuni,Campylobacter jejuni,0.9823574746674932,SRR4018125,Resistant,tetracycline,,64.0,mg/L,Broth dilution,,CLSI,2013,,Animal-Cattle-Dairy Cow,USA,,SRS1609250,ENA_SAMN05558639
Campylobacter jejuni,Campylobacter jejuni,0.982064991355004,SRR4018126,Resistant,tetracycline,,64.0,mg/L,Broth dilution,,CLSI,2013,,Animal-Cattle-Beef Cow,USA,,SRS1609251,ENA_SAMN05558635
Campylobacter jejuni,Campylobacter jejuni,0.9811538088109596,SRR4018127,Susceptible,tetracycline,=,0.25,mg/L,Broth dilution,,CLSI,2013,,Animal-Cattle-Dairy Cow,USA,,SRS1609252,ENA_SAMN05558642
Campylobacter jejuni,Campylobacter jejuni,0.981206161089618,SRR4018128,Susceptible,tetracycline,=,0.5,mg/L,Broth dilution,,CLSI,2013,,Animal-Cattle-Dairy Cow,USA,,SRS1609253,ENA_SAMN05558621
Campylobacter jejuni,Campylobacter jejuni,0.9801256199386712,SRR4018129,Resistant,tetracycline,,64.0,mg/L,Broth dilution,,CLSI,2013,,Animal-Cattle-Steer,USA,,SRS1609254,ENA_SAMN05558624
Campylobacter jejuni,Campylobacter jejuni,0.9825595504881558,SRR4018133,Susceptible,tetracycline,=,0.25,mg/L,Broth dilution,,CLSI,2013,,Animal-Cattle-Dairy Cow,USA,,SRS1609258,ENA_SAMN05558632
Campylobacter jejuni,Campylobacter jejuni,0.9825818556637932,SRR4018137,Resistant,tetracycline,,64.0,mg/L,Broth dilution,,CLSI,2013,,Animal-Cattle-Steer,USA,,SRS1609261,ENA_SAMN05558630
Campylobacter jejuni,Campylobacter jejuni,0.9815951388828285,SRR4018136,Resistant,tetracycline,,64.0,mg/L,Broth dilution,,CLSI,2013,,Animal-Cattle-Beef Cow,USA,,SRS1609262,ENA_SAMN05558626
Campylobacter jejuni,Campylobacter jejuni,0.9824778788140928,SRR4018323,Susceptible,tetracycline,=,0.25,mg/L,Broth dilution,,CLSI,2013,,Animal-Cattle-Dairy Cow,USA,,SRS1609324,ENA_SAMN05558620
Campylobacter jejuni,Campylobacter jejuni,0.9818542239901684,SRR4018331,Resistant,tetracycline,,64.0,mg/L,Broth dilution,,CLSI,2013,,Animal-Cattle-Dairy Cow,USA,,SRS1609332,ENA_SAMN05558628
Campylobacter jejuni,Campylobacter jejuni,0.9817017422989638,SRR4018333,Susceptible,tetracycline,=,0.12,mg/L,Broth dilution,,CLSI,2013,,Animal-Cattle-Steer,USA,,SRS1609334,ENA_SAMN05558638
Campylobacter jejuni,Campylobacter jejuni,0.981524095292192,SRR4018335,Susceptible,tetracycline,<=,0.06,mg/L,Broth dilution,,CLSI,2013,,Animal-Cattle-Dairy Cow,USA,,SRS1609336,ENA_SAMN05558641
Campylobacter jejuni,Campylobacter jejuni,0.9822307050945214,SRR4018336,Resistant,tetracycline,,64.0,mg/L,Broth dilution,,CLSI,2013,,Animal-Cattle-Dairy Cow,USA,,SRS1609337,ENA_SAMN05558625
Campylobacter jejuni,Campylobacter jejuni,0.981588693884281,SRR4018337,Susceptible,tetracycline,=,0.12,mg/L,Broth dilution,,CLSI,2013,,Animal-Cattle-Heifer,USA,,SRS1609338,ENA_SAMN05558627
Campylobacter jejuni,Campylobacter jejuni,0.982553193029272,SRR4018338,Susceptible,tetracycline,=,0.25,mg/L,Broth dilution,,CLSI,2013,,Animal-Cattle-Dairy Cow,USA,,SRS1609339,ENA_SAMN05558631
Campylobacter jejuni,Campylobacter jejuni,0.9814359552429104,SRR4018341,Resistant,tetracycline,,64.0,mg/L,Broth dilution,,CLSI,2013,,Animal-Cattle-Heifer,USA,,SRS1609343,ENA_SAMN05558644
Campylobacter jejuni,Campylobacter jejuni,0.982251504886784,SRR4018358,Resistant,tetracycline,,64.0,mg/L,Broth dilution,,CLSI,2013,,Animal-Cattle-Dairy Cow,USA,,SRS1609359,ENA_SAMN05558623
Salmonella enterica,Salmonella enterica,0.9932142108979688,SRR4019213,Resistant,gentamicin,,16.0,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Ground Turkey,USA,,SRS1609941,ENA_SAMN04255408
Escherichia coli,Escherichia coli,0.9861071248864,SRR4019388,Susceptible,gentamicin,<=,1.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,urine,USA,,SRS1610046,ENA_SAMN05463123
Pseudomonas aeruginosa,Pseudomonas aeruginosa,0.9929373105883396,SRR4019400,Intermediate,ceftazidime,,10.0,mm,Disk diffusion,KB panel,CLSI,2013,,bronchial alveolar lavage,USA,,SRS1610056,ENA_SAMN05510445
Escherichia coli,Escherichia coli,0.9860646511721984,SRR4019403,Susceptible,gentamicin,<=,1.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,urine,USA,,SRS1610059,ENA_SAMN05510456
Escherichia coli,Escherichia coli,0.9832269635976852,SRR4019404,Susceptible,gentamicin,<=,1.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,urine,USA,,SRS1610060,ENA_SAMN05510457
Escherichia coli,Escherichia coli,0.9861588987411036,SRR4019413,Susceptible,gentamicin,<=,1.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,urine,USA,,SRS1610069,ENA_SAMN05510453
Escherichia coli,Escherichia coli,0.9866219970553788,SRR4019414,Susceptible,gentamicin,<=,1.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,urine,USA,,SRS1610070,ENA_SAMN05510454
Escherichia coli,Escherichia coli,0.986349466747212,SRR4025843,Susceptible,gentamicin,=,2.0,mg/L,Broth dilution,,CLSI,2013,,,,,SRS1613878,ENA_SAMN04014861
Klebsiella pneumoniae,Klebsiella pneumoniae,0.9891043924178728,SRR5146464,Resistant,gentamicin,,16.0,mg/L,Broth dilution,,CLSI,2013,,CP018819,NZ_CP018818.1,CP018818,SRS1613885,ENA_SAMN04014890
Escherichia coli,Escherichia coli,0.9857300798200258,SRR5750770,Resistant,gentamicin,,16.0,mg/L,Broth dilution,,CLSI,2013,,CP021938,,CP021937,SRS1613888,ENA_SAMN04014896
Escherichia coli,Escherichia coli,0.9863081859325468,SRR5749732,Resistant,gentamicin,,16.0,mg/L,Broth dilution,,CLSI,2013,,,,,SRS1613889,ENA_SAMN04014899
Escherichia coli,Escherichia coli,0.9724188182669774,SRR5740776,Resistant,gentamicin,,16.0,mg/L,Broth dilution,,CLSI,2013,,,,CP020060,SRS1613891,ENA_SAMN04014902
Escherichia coli,Escherichia coli,0.9733262809420162,SRR5740850,Susceptible,gentamicin,=,1.0,mg/L,Broth dilution,,CLSI,2013,,,,CP020057,SRS1613893,ENA_SAMN04014910
Escherichia coli,Escherichia coli,0.9859309379453702,SRR5740852,Susceptible,gentamicin,=,1.0,mg/L,Broth dilution,,CLSI,2013,,CP020119,,CP020118,SRS1613896,ENA_SAMN04014945
Salmonella enterica,Salmonella enterica,0.9884601520161784,SRR4025938,Resistant,gentamicin,,8.0,mg/L,Broth dilution,,CLSI,2013,,,USA,,SRS1613947,ENA_SAMN05570536
Klebsiella pneumoniae,Klebsiella pneumoniae,0.9890857353994732,SRR5742257,Resistant,gentamicin,,16.0,mg/L,Broth dilution,,CLSI,2013,,CP021754,,CP021753,SRS1613970,ENA_SAMN04014954
Escherichia coli,Escherichia coli,0.9734279849487122,SRR5742259,Intermediate,gentamicin,,4.0,mg/L,Broth dilution,,CLSI,2013,,CP021735,,CP021734,SRS1613971,ENA_SAMN04014955
Escherichia coli,Escherichia coli,0.9716984935828228,SRR5724753,Resistant,gentamicin,,16.0,mg/L,Broth dilution,,CLSI,2013,,CP020051,,CP020050,SRS1613974,ENA_SAMN04014959
Escherichia coli,Escherichia coli,0.9718584781466052,SRR5742589,Resistant,gentamicin,,16.0,mg/L,Broth dilution,,CLSI,2013,,CP021538,,CP021537,SRS1613975,ENA_SAMN04014960
Escherichia coli,Escherichia coli,0.971888298099928,SRR5750295,Resistant,gentamicin,,16.0,mg/L,Broth dilution,,CLSI,2013,,CP021721,,CP021720,SRS1613979,ENA_SAMN04014969
Escherichia coli,Escherichia coli,0.9726269331000938,SRR5746514,Resistant,gentamicin,,16.0,mg/L,Broth dilution,,CLSI,2013,,CP021882,,CP021881,SRS1613982,ENA_SAMN04014978
Klebsiella pneumoniae,Klebsiella pneumoniae,0.9897628794891068,SRR5753142,Resistant,gentamicin,,16.0,mg/L,Broth dilution,,CLSI,2013,,CP021760,,CP021759,SRS1613983,ENA_SAMN04014979
Escherichia coli,Escherichia coli,0.973998781363753,SRR5750456,Susceptible,gentamicin,=,0.5,mg/L,Broth dilution,,CLSI,2013,,,,CP021534,SRS1613990,ENA_SAMN04014990
Escherichia coli,Escherichia coli,0.973802853527783,SRR5750458,Susceptible,gentamicin,=,1.0,mg/L,Broth dilution,,CLSI,2013,,CP021739,,CP021738,SRS1613991,ENA_SAMN04014991
Escherichia coli,Escherichia coli,0.973698795194602,SRR5750471,Susceptible,gentamicin,<=,0.25,mg/L,Broth dilution,,CLSI,2013,,,,CP021693,SRS1613992,ENA_SAMN04014992
Klebsiella pneumoniae,Klebsiella pneumoniae,0.9891540558967826,SRR4035114,Susceptible,gentamicin,<,0.25,mg/L,Broth dilution,,CLSI,2013,,Urine,USA,,SRS1620792,ENA_SAMN05170254
Klebsiella pneumoniae,Klebsiella pneumoniae,0.989450751488438,SRR4035118,Susceptible,gentamicin,<,1.0,mg/L,Broth dilution,,CLSI,2013,,Urine,USA,,SRS1620795,ENA_SAMN05170258
Escherichia coli,Escherichia coli,0.9860237894613276,SRR4035117,Resistant,gentamicin,,16.0,mg/L,Broth dilution,,CLSI,2013,,Urine,USA,,SRS1620796,ENA_SAMN05170257
Escherichia coli,Escherichia coli,0.9856925358066876,SRR4035119,Susceptible,gentamicin,<,2.0,mg/L,Broth dilution,,CLSI,2013,,Urine,USA,,SRS1620797,ENA_SAMN05170259
Escherichia coli,Escherichia coli,0.973100333311053,SRR4035120,Resistant,gentamicin,,8.0,mg/L,Broth dilution,,CLSI,2013,,Urine,USA,,SRS1620798,ENA_SAMN05170260
Escherichia coli,Escherichia coli,0.9864076109327932,SRR4035122,Susceptible,gentamicin,<,0.5,mg/L,Broth dilution,,CLSI,2013,,Urine,USA,,SRS1620799,ENA_SAMN05170262
Escherichia coli,Escherichia coli,0.9727841625663776,SRR4035121,Resistant,gentamicin,,16.0,mg/L,Broth dilution,,CLSI,2013,,Urine,USA,,SRS1620800,ENA_SAMN05170261
Klebsiella pneumoniae,Klebsiella pneumoniae,0.9892215606268292,SRR4035123,Resistant,gentamicin,,16.0,mg/L,Broth dilution,,CLSI,2013,,Urine,USA,,SRS1620801,ENA_SAMN05170263
Salmonella enterica,Salmonella enterica,0.998022693350388,SRR4044381,Resistant,gentamicin,,16.0,mg/L,Broth dilution,,CLSI,2013,,,USA,,SRS1629194,ENA_SAMN05596087
Salmonella enterica,Salmonella enterica,0.9855697414478192,SRR4044420,Susceptible,gentamicin,=,0.5,mg/L,Broth dilution,,CLSI,2013,,,USA,,SRS1629224,ENA_SAMN05596222
Salmonella enterica,Salmonella enterica,0.9988772565021268,SRR4044442,Susceptible,gentamicin,<=,0.25,mg/L,Broth dilution,,CLSI,2013,,,USA,,SRS1629243,ENA_SAMN05596261
Salmonella enterica,Salmonella enterica,0.998549239669553,SRR4044538,Susceptible,gentamicin,=,1.0,mg/L,Broth dilution,,CLSI,2013,,,USA,,SRS1629314,ENA_SAMN05596292
Salmonella enterica,Salmonella enterica,0.9906583521733144,SRR4044576,Resistant,gentamicin,,16.0,mg/L,Broth dilution,,CLSI,2013,,,USA,,SRS1629354,ENA_SAMN05596348
Salmonella enterica,Salmonella enterica,0.9874145956080576,SRR4044587,Susceptible,gentamicin,=,0.5,mg/L,Broth dilution,,CLSI,2013,,,USA,,SRS1629362,ENA_SAMN05596364
Salmonella enterica,Salmonella enterica,0.9845779420524954,SRR4044661,Resistant,gentamicin,,16.0,mg/L,Broth dilution,,CLSI,2013,,urine,USA,,SRS1629422,ENA_SAMN05596672
Salmonella enterica,Salmonella enterica,0.9989926299022268,SRR4044662,Susceptible,gentamicin,=,1.0,mg/L,Broth dilution,,CLSI,2013,,stool,USA,,SRS1629423,ENA_SAMN05596677
Salmonella enterica,Salmonella enterica,0.9890392116179412,SRR4044682,Susceptible,gentamicin,=,0.5,mg/L,Broth dilution,,CLSI,2013,,stool,USA,,SRS1629443,ENA_SAMN05596823
Klebsiella pneumoniae,Klebsiella pneumoniae,0.988702238770804,SRR4065637,Resistant,gentamicin,,16.0,mg/L,Broth dilution,,CLSI,2013,,Urine,USA,,SRS1646038,ENA_SAMN05170306
Klebsiella pneumoniae,Klebsiella pneumoniae,0.9889427732020412,SRR4065638,Susceptible,gentamicin,<,0.25,mg/L,Broth dilution,,CLSI,2013,,Blood,USA,,SRS1646039,ENA_SAMN05170307
Klebsiella pneumoniae,Klebsiella pneumoniae,0.9893518674664538,SRR4065641,Susceptible,gentamicin,<,0.5,mg/L,Broth dilution,,CLSI,2013,,Fluid_Ascitic,USA,,SRS1646042,ENA_SAMN05170310
Klebsiella pneumoniae,Klebsiella pneumoniae,0.990375443438836,SRR4065642,Susceptible,gentamicin,<,0.25,mg/L,Broth dilution,,CLSI,2013,,Urine,USA,,SRS1646043,ENA_SAMN05170311
Escherichia coli,Escherichia coli,0.9746743088407304,SRR4065643,Susceptible,gentamicin,<,0.5,mg/L,Broth dilution,,CLSI,2013,,Urine,USA,,SRS1646044,ENA_SAMN05170312
Klebsiella pneumoniae,Klebsiella pneumoniae,0.989880085217848,SRR4065644,Susceptible,gentamicin,<,0.25,mg/L,Broth dilution,,CLSI,2013,,Urine,USA,,SRS1646045,ENA_SAMN05170313
Escherichia coli,Escherichia coli,0.9863660520590952,SRR4065649,Resistant,gentamicin,,16.0,mg/L,Broth dilution,,CLSI,2013,,Blood,USA,,SRS1646049,ENA_SAMN05170318
Escherichia coli,Escherichia coli,0.9863894822667753,SRR4065650,Susceptible,gentamicin,<,2.0,mg/L,Broth dilution,,CLSI,2013,,Urine,USA,,SRS1646051,ENA_SAMN05170319
Escherichia coli,Escherichia coli,0.9740057653641973,SRR4065662,Resistant,gentamicin,,8.0,mg/L,Broth dilution,,CLSI,2013,,Urine,USA,,SRS1646056,ENA_SAMN05170323
Escherichia coli,Escherichia coli,0.9856995296898406,SRR4065666,Susceptible,gentamicin,<,0.5,mg/L,Broth dilution,,CLSI,2013,,Urine,USA,,SRS1646063,ENA_SAMN05170327
Escherichia coli,Escherichia coli,0.9858940821069432,SRR4065676,Resistant,gentamicin,,16.0,mg/L,Broth dilution,,CLSI,2013,,Urine,USA,,SRS1646069,ENA_SAMN05170337
Escherichia coli,Escherichia coli,0.986042485428473,SRR4065675,Susceptible,gentamicin,<,0.5,mg/L,Broth dilution,,CLSI,2013,,Urine,USA,,SRS1646070,ENA_SAMN05170336
Klebsiella pneumoniae,Klebsiella pneumoniae,0.9895810147077664,SRR4065679,Susceptible,gentamicin,<,0.25,mg/L,Broth dilution,,CLSI,2013,,Urine,USA,,SRS1646072,ENA_SAMN05170340
Klebsiella pneumoniae,Klebsiella pneumoniae,0.9891280827643992,SRR4065680,Resistant,gentamicin,,16.0,mg/L,Broth dilution,,CLSI,2013,,Urine,USA,,SRS1646074,ENA_SAMN05170341
Escherichia coli,Escherichia coli,0.9861525512393994,SRR4065703,Susceptible,gentamicin,<,1.0,mg/L,Broth dilution,,CLSI,2013,,Urine,USA,,SRS1646083,ENA_SAMN05170348
Escherichia coli,Escherichia coli,0.9860211195983962,SRR4065704,Susceptible,gentamicin,<,0.5,mg/L,Broth dilution,,CLSI,2013,,Blood,USA,,SRS1646084,ENA_SAMN05170349
Escherichia coli,Escherichia coli,0.9864817531808544,SRR4065706,Susceptible,gentamicin,<,0.5,mg/L,Broth dilution,,CLSI,2013,,Urine,USA,,SRS1646085,ENA_SAMN05170351
Escherichia coli,Escherichia coli,0.9897526312036332,SRR4065708,Susceptible,gentamicin,<,1.0,mg/L,Broth dilution,,CLSI,2013,,Urine,USA,,SRS1646088,ENA_SAMN05170353
Escherichia coli,Escherichia coli,0.9863340165953736,SRR4069214,Resistant,gentamicin,,16.0,mg/L,Broth dilution,,CLSI,2013,,Urine,USA,,SRS1648001,ENA_SAMN05170356
Escherichia coli,Escherichia coli,0.9859798241638628,SRR4069212,Susceptible,gentamicin,<,0.5,mg/L,Broth dilution,,CLSI,2013,,Urine,USA,,SRS1648003,ENA_SAMN05170354
Klebsiella pneumoniae,Klebsiella pneumoniae,0.98930988399021,SRR4245474,Susceptible,gentamicin,<=,1.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,bile,USA,,SRS1693854,ENA_SAMN05774073
Escherichia coli,Escherichia coli,0.9747151117061909,SRR4245475,Intermediate,gentamicin,,6.0,mm,Disk diffusion,KB panel,CLSI,2013,,urine,USA,,SRS1693855,ENA_SAMN05774074
Escherichia coli,Escherichia coli,0.9733956412724464,SRR4245477,Susceptible,gentamicin,<=,1.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,urine,USA,,SRS1693857,ENA_SAMN05774084
Escherichia coli,Escherichia coli,0.9863270459675304,SRR4245478,Resistant,gentamicin,,16.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,urine,USA,,SRS1693858,ENA_SAMN05774085
Escherichia coli,Escherichia coli,0.9859249012959748,SRR4245479,Resistant,gentamicin,,16.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,urine,USA,,SRS1693859,ENA_SAMN05774075
Escherichia coli,Escherichia coli,0.9738789869225752,SRR4245480,Susceptible,gentamicin,<=,1.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,urine,USA,,SRS1693860,ENA_SAMN05774076
Escherichia coli,Escherichia coli,0.9744003233687611,SRR4245481,Susceptible,gentamicin,>=,0.5,mg/L,Broth dilution,VITEK 2,CLSI,2013,,rectal,USA,,SRS1693861,ENA_SAMN05774077
Escherichia coli,Escherichia coli,0.9863210131479796,SRR4245482,Resistant,gentamicin,,16.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,urine,USA,,SRS1693862,ENA_SAMN05774078
Escherichia coli,Escherichia coli,0.9864346056853052,SRR4245483,Susceptible,gentamicin,<=,1.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,urine,USA,,SRS1693864,ENA_SAMN05774079
Escherichia coli,Escherichia coli,0.9863053950895502,SRR4245484,Susceptible,gentamicin,<=,0.5,mg/L,Broth dilution,VITEK 2,CLSI,2013,,tracheal aspirate,USA,,SRS1693865,ENA_SAMN05774080
Escherichia coli,Escherichia coli,0.9737064692873232,SRR4245486,Susceptible,gentamicin,<=,1.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,urine,USA,,SRS1693866,ENA_SAMN05774082
Salmonella enterica,Salmonella enterica,0.998889310403032,SRR4280562,Susceptible,gentamicin,=,1.0,mg/L,Broth dilution,,CLSI,2013,30333126,Chicken Breast,USA,,SRS1706148,ENA_SAMN05771721
Salmonella enterica,Salmonella enterica,0.9901477230578172,SRR4280595,Resistant,gentamicin,,16.0,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Ground Turkey,USA,,SRS1706182,ENA_SAMN05771754
Salmonella enterica,Salmonella enterica,0.9907766171646868,SRR4280598,Susceptible,gentamicin,,0.5,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Ground Turkey,USA,,SRS1706185,ENA_SAMN05771757
Salmonella enterica,Salmonella enterica,0.989824458262698,SRR4280601,Susceptible,gentamicin,,0.5,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Chicken Breast,USA,,SRS1706188,ENA_SAMN05771760
Salmonella enterica,Salmonella enterica,0.9875191728265598,SRR4280605,Susceptible,gentamicin,<=,0.25,mg/L,Broth dilution,,CLSI,2013,30333126,Chicken Breast,USA,,SRS1706192,ENA_SAMN05771764
Salmonella enterica,Salmonella enterica,0.9917637073832082,SRR4280608,Susceptible,gentamicin,=,0.5,mg/L,Broth dilution,,CLSI,2013,30333126,Chicken Breast,USA,,SRS1706195,ENA_SAMN05771767
Salmonella enterica,Salmonella enterica,0.9918135306036484,SRR4280625,Susceptible,gentamicin,,1.0,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Chicken Breast,USA,,SRS1706212,ENA_SAMN05771784
Salmonella enterica,Salmonella enterica,0.994510279052314,SRR4280626,Resistant,gentamicin,,16.0,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Ground Turkey,USA,,SRS1706213,ENA_SAMN05771785
Salmonella enterica,Salmonella enterica,0.9993841591893048,SRR4280637,Susceptible,gentamicin,=,0.5,mg/L,Broth dilution,,CLSI,2013,30333126,Chicken Breast,USA,,SRS1706224,ENA_SAMN05771796
Salmonella enterica,Salmonella enterica,0.9979162167827402,SRR4280641,Susceptible,gentamicin,<=,0.25,mg/L,Broth dilution,,CLSI,2013,30333126,Chicken Breast,USA,,SRS1706228,ENA_SAMN05771800
Escherichia coli,Escherichia coli,0.9743224213838452,SRR4294836,Susceptible,gentamicin,<=,1.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,ulcer,USA,,SRS1712862,ENA_SAMN05806161
Escherichia coli,Escherichia coli,0.9735625066143608,SRR4294837,Resistant,gentamicin,,16.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,fluid,USA,,SRS1712863,ENA_SAMN05806162
Pseudomonas aeruginosa,Pseudomonas aeruginosa,0.9940782218673164,SRR4294838,Susceptible,ceftazidime,=,6.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,sputum,USA,,SRS1712864,ENA_SAMN05806171
Escherichia coli,Escherichia coli,0.9863311351115128,SRR4294841,Resistant,gentamicin,,16.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,urine,USA,,SRS1712867,ENA_SAMN05806174
Escherichia coli,Escherichia coli,0.9861571128495168,SRR4294842,Susceptible,gentamicin,<=,1.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,sputum,USA,,SRS1712868,ENA_SAMN05806175
Escherichia coli,Escherichia coli,0.9785144953430568,SRR4294845,Resistant,gentamicin,,8.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,urine,USA,,SRS1712871,ENA_SAMN05806164
Escherichia coli,Escherichia coli,0.9721958973346998,SRR4294846,Resistant,gentamicin,,8.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,urine,USA,,SRS1712872,ENA_SAMN05806165
Escherichia coli,Escherichia coli,0.9737052967757396,SRR4294847,Susceptible,gentamicin,=,1.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,urine,USA,,SRS1712873,ENA_SAMN05806166
Escherichia coli,Escherichia coli,0.9741759071016942,SRR4294850,Susceptible,gentamicin,=,0.5,mg/L,Broth dilution,VITEK 2,CLSI,2013,,urine,USA,,SRS1712876,ENA_SAMN05806169
Pseudomonas aeruginosa,Pseudomonas aeruginosa,0.9889602103650524,SRR4294852,Intermediate,ceftazidime,,24.0,mm,Disk diffusion,KB panel,CLSI,2013,,bronchial alveolar lavage,USA,,SRS1712877,ENA_SAMN05806170
Streptococcus pneumoniae,,,SRR4417288,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,Sensititre,CLSI,2013,,Blood,Canada,,SRS1739263,
Streptococcus pneumoniae,,,SRR4417288,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,,SRS1739263,
Streptococcus pneumoniae,,,SRR4417288,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,,SRS1739263,
Streptococcus pneumoniae,,,SRR4417289,Resistant,erythromycin,,2.0,mg/L,Broth dilution,,CLSI,2013,28531208,Blood,Canada,,SRS1739264,
Streptococcus pneumoniae,,,SRR4417289,Resistant,erythromycin,,2.0,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,,SRS1739264,
Streptococcus pneumoniae,,,SRR4417289,Resistant,erythromycin,,2.0,mg/L,Broth dilution,Sensititre,CLSI,2013,28531208,Blood,Canada,,SRS1739264,
Streptococcus pneumoniae,Streptococcus pneumoniae,0.990476973506969,SRR4417290,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,,SRS1739265,ENA_SAMN05898635
Streptococcus pneumoniae,Streptococcus pneumoniae,0.9903154870256984,SRR4417293,Resistant,erythromycin,,2.0,mg/L,Broth dilution,,CLSI,2013,28531208,Blood,Canada,,SRS1739268,ENA_SAMN05898638
