genus,species,accession,phenotype,antibiotic,measurement_sign,measurement_value,measurement_unit,laboratory_typing_method,laboratory_typing_platform,testing_standard,testing_standard_year,publication,isolation_source,isolation_country,collection_date
Acinetobacter,baumannii,SRR3225230,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,
Acinetobacter,baumannii,SRR3151889,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Blood,USA,
Acinetobacter,baumannii,SRR3223470,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,STERILE BODY SITE,USA,
Acinetobacter,baumannii,SRR3223482,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,
Acinetobacter,baumannii,SRR3223479,Susceptible,CAZ,<=,2.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,
Acinetobacter,baumannii,SRR3224234,Susceptible,CAZ,<=,2.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,
Acinetobacter,baumannii,SRR3227007,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,
Acinetobacter,baumannii,SRR3133105,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Urine,USA,
Acinetobacter,baumannii,SRR3170242,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Tissue,USA,
Acinetobacter,baumannii,SRR3223481,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,
Acinetobacter,baumannii,SRR3170261,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,,USA,
Acinetobacter,baumannii,SRR3152508,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3170603,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Sterile Body Site,USA,
Acinetobacter,baumannii,SRR3225241,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,
Acinetobacter,baumannii,SRR3223924,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,
Acinetobacter,baumannii,SRR3152506,Susceptible,CAZ,<=,1.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Tissue,USA,
Acinetobacter,baumannii,SRR3152496,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR5891493,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,wound,Australia,
Acinetobacter,baumannii,SRR3137586,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR4417601,Resistant,CAZ,,128.0,mg/L,Broth dilution,,CLSI,2013,,,,
Acinetobacter,baumannii,SRR5891473,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,wound,Australia,
Acinetobacter,baumannii,SRR2075950,Resistant,CAZ,,256.0,mg/L,Broth dilution,,CLSI,2013,26195261,Decubitus,Sweden,
Acinetobacter,baumannii,SRR5891487,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,wound,Australia,
Acinetobacter,baumannii,SRR3170595,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3133099,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Sterile Fluid,USA,
Acinetobacter,baumannii,SRR3131234,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR4417585,Resistant,CAZ,,128.0,mg/L,Broth dilution,,CLSI,2013,,,,
Acinetobacter,baumannii,SRR3170589,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Respiratory,USA,
Acinetobacter,baumannii,SRR3135171,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR5891481,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,wound,Australia,
Acinetobacter,baumannii,SRR4417582,Resistant,CAZ,,128.0,mg/L,Broth dilution,,CLSI,2013,,,,
Acinetobacter,baumannii,SRR3131159,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Blood,USA,
Acinetobacter,baumannii,SRR5120223,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,tracheal aspirate,USA,
Acinetobacter,baumannii,SRR3170232,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR5891492,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,wound,Australia,
Acinetobacter,baumannii,SRR3131220,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Blood,USA,
Acinetobacter,baumannii,SRR5891485,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,wound,Australia,
Acinetobacter,baumannii,SRR5445923,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,sputum,USA,
Acinetobacter,baumannii,SRR3170735,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR5120223,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,tracheal aspirate,USA,
Acinetobacter,baumannii,SRR3170778,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3131221,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR4417614,Resistant,CAZ,,128.0,mg/L,Broth dilution,,CLSI,2013,,,,
Acinetobacter,baumannii,SRR3170237,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3131150,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3131221,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR5891475,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,wound,Australia,
Acinetobacter,baumannii,SRR3170777,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Blood,USA,
Acinetobacter,baumannii,SRR4417609,Resistant,CAZ,,128.0,mg/L,Broth dilution,,CLSI,2013,,,,
Acinetobacter,baumannii,SRR3131162,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3170786,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR5891493,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,wound,Australia,
Acinetobacter,baumannii,SRR3170600,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR2075897,Resistant,CAZ,,256.0,mg/L,Broth dilution,,CLSI,2013,26195261,Feces,Italy,
Acinetobacter,baumannii,SRR3137584,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3137584,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3170786,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR6799416,Resistant,CAZ,,128.0,mg/L,Broth dilution,,CLSI,2013,,CP026708,,CP026706
Acinetobacter,baumannii,SRR3130307,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3131150,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3170595,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3131131,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3170737,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Tissue,USA,
Acinetobacter,baumannii,SRR5891492,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,wound,Australia,
Acinetobacter,baumannii,SRR5891481,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,wound,Australia,
Acinetobacter,baumannii,SRR5901132,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,wound,USA,
Acinetobacter,baumannii,SRR3131235,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR5891481,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,wound,Australia,
Acinetobacter,baumannii,SRR4417573,Resistant,CAZ,,128.0,mg/L,Broth dilution,,CLSI,2013,,,,
Acinetobacter,baumannii,SRR3131226,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3137587,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR2075884,Resistant,CAZ,,256.0,mg/L,Broth dilution,,CLSI,2013,26195261,No data,Sweden,
Acinetobacter,baumannii,SRR2075893,Resistant,CAZ,,256.0,mg/L,Broth dilution,,CLSI,2013,26195261,Rectum,Sweden,
Acinetobacter,baumannii,SRR3137589,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Cerebrospinal Fluid,USA,
Acinetobacter,baumannii,SRR4417595,Resistant,CAZ,,128.0,mg/L,Broth dilution,,CLSI,2013,,,,
Acinetobacter,baumannii,SRR3131166,Resistant,CAZ,,32.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Warwound,USA,
Acinetobacter,baumannii,SRR3170243,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR4417611,Resistant,CAZ,,128.0,mg/L,Broth dilution,,CLSI,2013,,,,
Acinetobacter,baumannii,SRR3130309,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR5237398,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,blood,USA,
Acinetobacter,baumannii,SRR3170775,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3131127,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,URINE,USA,
Acinetobacter,baumannii,SRR4417598,Resistant,CAZ,,128.0,mg/L,Broth dilution,,CLSI,2013,,,,
Acinetobacter,baumannii,SRR3170598,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Respiratory,USA,
Acinetobacter,baumannii,SRR2075948,Resistant,CAZ,,256.0,mg/L,Broth dilution,,CLSI,2013,26195261,No data,Sweden,
Acinetobacter,baumannii,SRR3137587,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR4417592,Resistant,CAZ,,128.0,mg/L,Broth dilution,,CLSI,2013,,,,
Acinetobacter,baumannii,SRR4417583,Resistant,CAZ,,128.0,mg/L,Broth dilution,,CLSI,2013,,,,
Acinetobacter,baumannii,SRR4417610,Resistant,CAZ,,128.0,mg/L,Broth dilution,,CLSI,2013,,,,
Acinetobacter,baumannii,SRR2075880,Resistant,CAZ,,256.0,mg/L,Broth dilution,,CLSI,2013,26195261,Urine,Sweden,
Acinetobacter,baumannii,SRR4417604,Resistant,CAZ,,128.0,mg/L,Broth dilution,,CLSI,2013,,,,
Acinetobacter,baumannii,SRR4417586,Resistant,CAZ,,128.0,mg/L,Broth dilution,,CLSI,2013,,,,
Acinetobacter,baumannii,SRR3131227,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR5901132,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,wound,USA,
Acinetobacter,baumannii,SRR3170737,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Tissue,USA,
Acinetobacter,baumannii,SRR3131235,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3170608,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Sterile Body Site,USA,
Acinetobacter,baumannii,SRR4417595,Resistant,CAZ,,128.0,mg/L,Broth dilution,,CLSI,2013,,,,
Acinetobacter,baumannii,SRR3170605,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Blood,USA,
Acinetobacter,baumannii,SRR3170599,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Sterile Body Site,USA,
Acinetobacter,baumannii,SRR3170778,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3170608,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Sterile Body Site,USA,
Acinetobacter,baumannii,SRR2075885,Resistant,CAZ,,256.0,mg/L,Broth dilution,,CLSI,2013,26195261,Tracheal secretion,Sweden,
Acinetobacter,baumannii,SRR2075907,Resistant,CAZ,,32.0,mg/L,Broth dilution,,CLSI,2013,26195261,Underlob,Sweden,
Acinetobacter,baumannii,SRR3152496,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3159167,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Blood,USA,
Acinetobacter,baumannii,SRR2075885,Resistant,CAZ,,256.0,mg/L,Broth dilution,,CLSI,2013,26195261,Tracheal secretion,Sweden,
Acinetobacter,baumannii,SRR2075948,Resistant,CAZ,,256.0,mg/L,Broth dilution,,CLSI,2013,26195261,No data,Sweden,
Acinetobacter,baumannii,SRR3130307,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3170738,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR5891479,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,wound,Australia,
Acinetobacter,baumannii,SRR3170736,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR4417590,Resistant,CAZ,,128.0,mg/L,Broth dilution,,CLSI,2013,,,,
Acinetobacter,baumannii,SRR5237398,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,blood,USA,
Acinetobacter,baumannii,SRR3131219,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR5891473,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,wound,Australia,
Acinetobacter,baumannii,SRR2075897,Resistant,CAZ,,256.0,mg/L,Broth dilution,,CLSI,2013,26195261,Feces,Italy,
Acinetobacter,baumannii,SRR3130309,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR4417581,Resistant,CAZ,,128.0,mg/L,Broth dilution,,CLSI,2013,,,,
Acinetobacter,baumannii,SRR3170592,Resistant,CAZ,,32.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Sterile Body Site,USA,
Acinetobacter,baumannii,SRR3131220,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Blood,USA,
Acinetobacter,baumannii,SRR3131131,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR4417589,Resistant,CAZ,,128.0,mg/L,Broth dilution,,CLSI,2013,,,,
Acinetobacter,baumannii,SRR3170594,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3170229,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Tissue,USA,
Acinetobacter,baumannii,SRR3131162,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3170594,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3137581,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3170784,Resistant,CAZ,,32.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3170597,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Sterile Body Site,USA,
Acinetobacter,baumannii,SRR4417581,Resistant,CAZ,,128.0,mg/L,Broth dilution,,CLSI,2013,,,,
Acinetobacter,baumannii,SRR3170596,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR4417592,Resistant,CAZ,,128.0,mg/L,Broth dilution,,CLSI,2013,,,,
Acinetobacter,baumannii,SRR2916633,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,23812239,leg,USA,
Acinetobacter,baumannii,SRR3131217,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR2976831,Resistant,CAZ,,64.0,mg/L,Broth dilution,,CLSI,2013,,trachael aspirate,USA,
Acinetobacter,baumannii,SRR3170784,Resistant,CAZ,,32.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3137582,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR5891493,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,wound,Australia,
Acinetobacter,baumannii,SRR3170597,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Sterile Body Site,USA,
Acinetobacter,baumannii,SRR2075876,Resistant,CAZ,,256.0,mg/L,Broth dilution,,CLSI,2013,26195261,Feces,Thailand,
Acinetobacter,baumannii,SRR4417585,Resistant,CAZ,,128.0,mg/L,Broth dilution,,CLSI,2013,,,,
Acinetobacter,baumannii,SRR3170735,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR5891487,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,wound,Australia,
Acinetobacter,baumannii,SRR2075860,Resistant,CAZ,,256.0,mg/L,Broth dilution,,CLSI,2013,26195261,No data,Sweden,
Acinetobacter,baumannii,SRR3170591,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR2075896,Resistant,CAZ,,256.0,mg/L,Broth dilution,,CLSI,2013,26195261,No data,Thailand,
Acinetobacter,baumannii,SRR5891475,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,wound,Australia,
Acinetobacter,baumannii,SRR2075880,Resistant,CAZ,,256.0,mg/L,Broth dilution,,CLSI,2013,26195261,Urine,Sweden,
Acinetobacter,baumannii,SRR5445925,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,urine,USA,
Acinetobacter,baumannii,SRR3170777,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Blood,USA,
Acinetobacter,baumannii,SRR3131228,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR4417604,Resistant,CAZ,,128.0,mg/L,Broth dilution,,CLSI,2013,,,,
Acinetobacter,baumannii,SRR4417570,Resistant,CAZ,,64.0,mg/L,Broth dilution,,CLSI,2013,,,,
Acinetobacter,baumannii,SRR3170590,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3137579,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3170600,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3135171,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3137581,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3131159,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Blood,USA,
Acinetobacter,baumannii,SRR3131127,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,URINE,USA,
Acinetobacter,baumannii,SRR4417572,Resistant,CAZ,,32.0,mg/L,Broth dilution,,CLSI,2013,,,,
Acinetobacter,baumannii,SRR3137579,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3170231,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Tissue,USA,
Acinetobacter,baumannii,SRR3170240,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3170240,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR5891493,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,wound,Australia,
Acinetobacter,baumannii,SRR3170590,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3170598,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Respiratory,USA,
Acinetobacter,baumannii,SRR2075884,Resistant,CAZ,,256.0,mg/L,Broth dilution,,CLSI,2013,26195261,No data,Sweden,
Acinetobacter,baumannii,SRR3170231,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Tissue,USA,
Acinetobacter,baumannii,SRR3131234,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR5891479,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,wound,Australia,
Acinetobacter,baumannii,SRR3131228,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3170237,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR6799416,Resistant,CAZ,,128.0,mg/L,Broth dilution,,CLSI,2013,,CP027124,,CP027121
Acinetobacter,baumannii,SRR3137585,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3170592,Resistant,CAZ,,32.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Sterile Body Site,USA,
Acinetobacter,baumannii,SRR3137588,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3170773,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR4417570,Resistant,CAZ,,64.0,mg/L,Broth dilution,,CLSI,2013,,,,
Acinetobacter,baumannii,SRR3170593,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3131226,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR5891487,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,wound,Australia,
Acinetobacter,baumannii,SRR2075860,Resistant,CAZ,,256.0,mg/L,Broth dilution,,CLSI,2013,26195261,No data,Sweden,
Acinetobacter,baumannii,SRR3137586,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3131227,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3170733,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Blood,USA,
Acinetobacter,baumannii,SRR3170596,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3170591,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR2075876,Resistant,CAZ,,256.0,mg/L,Broth dilution,,CLSI,2013,26195261,Feces,Thailand,
Acinetobacter,baumannii,SRR5891485,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,wound,Australia,
Acinetobacter,baumannii,SRR3170609,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Respiratory,USA,
Acinetobacter,baumannii,SRR5891481,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,wound,Australia,
Acinetobacter,baumannii,SRR5891473,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,wound,Australia,
Acinetobacter,baumannii,SRR3170599,Resistant,CAZ,,64.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Sterile Body Site,USA,
Acinetobacter,baumannii,SRR2075907,Resistant,CAZ,,32.0,mg/L,Broth dilution,,CLSI,2013,26195261,Underlob,Sweden,
