accession,old_species,new_species,comments
SRR3360720,Neisseria gonorrhoeae,NA,NA
SRR3360721,Neisseria gonorrhoeae,NA,NA
SRR3360722,Neisseria gonorrhoeae,NA,NA
SRR3360723,Neisseria gonorrhoeae,NA,NA
SRR3360725,Neisseria gonorrhoeae,NA,NA
SRR3360726,Neisseria gonorrhoeae,NA,NA
SRR3360727,Neisseria gonorrhoeae,NA,NA
SRR3360728,Neisseria gonorrhoeae,NA,NA
SRR3360729,Neisseria gonorrhoeae,NA,NA
SRR3360730,Neisseria gonorrhoeae,NA,NA
SRR3360731,Neisseria gonorrhoeae,NA,NA
SRR3360733,Neisseria gonorrhoeae,NA,NA
SRR3360734,Neisseria gonorrhoeae,NA,NA
SRR3360735,Neisseria gonorrhoeae,NA,NA
SRR3360736,Neisseria gonorrhoeae,NA,NA
SRR3360737,Neisseria gonorrhoeae,NA,NA
SRR3360738,Neisseria gonorrhoeae,NA,NA
SRR3360740,Neisseria gonorrhoeae,NA,NA
SRR3360743,Neisseria gonorrhoeae,NA,NA
SRR3360745,Neisseria gonorrhoeae,NA,NA
SRR3360746,Neisseria gonorrhoeae,NA,NA
SRR3360747,Neisseria gonorrhoeae,NA,NA
SRR3360748,Neisseria gonorrhoeae,NA,NA
SRR3360749,Neisseria gonorrhoeae,NA,NA
SRR3360750,Neisseria gonorrhoeae,NA,NA
SRR3360751,Neisseria gonorrhoeae,NA,NA
SRR3360752,Neisseria gonorrhoeae,NA,NA
SRR3360753,Neisseria gonorrhoeae,NA,NA
SRR3360754,Neisseria gonorrhoeae,NA,NA
SRR3360755,Neisseria gonorrhoeae,NA,NA
SRR3360766,Neisseria gonorrhoeae,NA,NA
SRR3360771,Neisseria gonorrhoeae,NA,NA
SRR3360772,Neisseria gonorrhoeae,NA,NA
SRR3360774,Neisseria gonorrhoeae,NA,NA
SRR3360810,Neisseria gonorrhoeae,NA,NA
SRR3360811,Neisseria gonorrhoeae,NA,NA
SRR3360813,Neisseria gonorrhoeae,NA,NA
SRR3360827,Neisseria gonorrhoeae,NA,NA
SRR3360829,Neisseria gonorrhoeae,NA,NA
SRR3360832,Neisseria gonorrhoeae,NA,NA
SRR3360836,Neisseria gonorrhoeae,NA,NA
SRR3360846,Neisseria gonorrhoeae,NA,NA
SRR3360851,Neisseria gonorrhoeae,NA,NA
SRR3360854,Neisseria gonorrhoeae,NA,NA
SRR3360867,Neisseria gonorrhoeae,NA,NA
SRR3360872,Neisseria gonorrhoeae,NA,NA
SRR3360876,Neisseria gonorrhoeae,NA,NA
SRR3360883,Neisseria gonorrhoeae,NA,NA
SRR3360889,Neisseria gonorrhoeae,NA,NA
SRR3360890,Neisseria gonorrhoeae,NA,NA
SRR3360893,Neisseria gonorrhoeae,NA,NA
SRR3360913,Neisseria gonorrhoeae,NA,NA
SRR3360917,Neisseria gonorrhoeae,NA,NA
SRR3360921,Neisseria gonorrhoeae,NA,NA
SRR3360924,Neisseria gonorrhoeae,NA,NA
SRR3360926,Neisseria gonorrhoeae,NA,NA
SRR3360930,Neisseria gonorrhoeae,NA,NA
SRR3360936,Neisseria gonorrhoeae,NA,NA
SRR3360939,Neisseria gonorrhoeae,NA,NA
SRR3360943,Neisseria gonorrhoeae,NA,NA
SRR3360944,Neisseria gonorrhoeae,NA,NA
SRR3360947,Neisseria gonorrhoeae,NA,NA
SRR3360949,Neisseria gonorrhoeae,NA,NA
SRR3360950,Neisseria gonorrhoeae,NA,NA
SRR3360953,Neisseria gonorrhoeae,NA,NA
SRR3360964,Neisseria gonorrhoeae,NA,NA
SRR3360967,Neisseria gonorrhoeae,NA,NA
SRR3360970,Neisseria gonorrhoeae,NA,NA
SRR3360980,Neisseria gonorrhoeae,NA,NA
SRR3360981,Neisseria gonorrhoeae,NA,NA
SRR3360982,Neisseria gonorrhoeae,NA,NA
SRR3360983,Neisseria gonorrhoeae,NA,NA
SRR3360984,Neisseria gonorrhoeae,NA,NA
SRR3360991,Neisseria gonorrhoeae,NA,NA
SRR3360993,Neisseria gonorrhoeae,NA,NA
SRR3361307,Neisseria gonorrhoeae,NA,NA
SRR3361308,Neisseria gonorrhoeae,NA,NA
SRR3361310,Neisseria gonorrhoeae,NA,NA
SRR3361311,Neisseria gonorrhoeae,NA,NA
SRR3361312,Neisseria gonorrhoeae,NA,NA
SRR3361313,Neisseria gonorrhoeae,NA,NA
SRR3361314,Neisseria gonorrhoeae,NA,NA
SRR3361315,Neisseria gonorrhoeae,NA,NA
SRR3361317,Neisseria gonorrhoeae,NA,NA
SRR3361318,Neisseria gonorrhoeae,NA,NA
SRR3361320,Neisseria gonorrhoeae,NA,NA
SRR3361321,Neisseria gonorrhoeae,NA,NA
SRR3361322,Neisseria gonorrhoeae,NA,NA
SRR3361324,Neisseria gonorrhoeae,NA,NA
SRR3361325,Neisseria gonorrhoeae,NA,NA
SRR3361326,Neisseria gonorrhoeae,NA,NA
SRR3361328,Neisseria gonorrhoeae,NA,NA
SRR3361329,Neisseria gonorrhoeae,NA,NA
SRR3361336,Neisseria gonorrhoeae,NA,NA
SRR3361337,Neisseria gonorrhoeae,NA,NA
SRR3361338,Neisseria gonorrhoeae,NA,NA
SRR3361340,Neisseria gonorrhoeae,NA,NA
SRR3361341,Neisseria gonorrhoeae,NA,NA
SRR3361342,Neisseria gonorrhoeae,NA,NA
SRR3361343,Neisseria gonorrhoeae,NA,NA
SRR3361344,Neisseria gonorrhoeae,NA,NA
SRR3361345,Neisseria gonorrhoeae,NA,NA
SRR3361346,Neisseria gonorrhoeae,NA,NA
SRR3361347,Neisseria gonorrhoeae,NA,NA
SRR3361349,Neisseria gonorrhoeae,NA,NA
SRR3361350,Neisseria gonorrhoeae,NA,NA
SRR3361351,Neisseria gonorrhoeae,NA,NA
SRR3361352,Neisseria gonorrhoeae,NA,NA
SRR3361353,Neisseria gonorrhoeae,NA,NA
SRR3361354,Neisseria gonorrhoeae,NA,NA
SRR3361355,Neisseria gonorrhoeae,NA,NA
SRR3361356,Neisseria gonorrhoeae,NA,NA
SRR5827018,Neisseria gonorrhoeae,NA,NA
SRR5827020,Neisseria gonorrhoeae,NA,NA
SRR5827021,Neisseria gonorrhoeae,NA,NA
SRR5827022,Neisseria gonorrhoeae,NA,NA
SRR5827023,Neisseria gonorrhoeae,NA,NA
SRR5827024,Neisseria gonorrhoeae,NA,NA
SRR5827026,Neisseria gonorrhoeae,NA,NA
SRR5827030,Neisseria gonorrhoeae,NA,NA
SRR5827033,Neisseria gonorrhoeae,NA,NA
SRR5827034,Neisseria gonorrhoeae,NA,NA
SRR5827035,Neisseria gonorrhoeae,NA,NA
SRR5827036,Neisseria gonorrhoeae,NA,NA
SRR5827037,Neisseria gonorrhoeae,NA,NA
SRR5827040,Neisseria gonorrhoeae,NA,NA
SRR5827042,Neisseria gonorrhoeae,NA,NA
SRR5827045,Neisseria gonorrhoeae,NA,NA
SRR5827046,Neisseria gonorrhoeae,NA,NA
SRR5827049,Neisseria gonorrhoeae,NA,NA
SRR5827050,Neisseria gonorrhoeae,NA,NA
SRR5827055,Neisseria gonorrhoeae,NA,NA
SRR5827056,Neisseria gonorrhoeae,NA,NA
SRR5827061,Neisseria gonorrhoeae,NA,NA
SRR5827063,Neisseria gonorrhoeae,NA,NA
SRR5827064,Neisseria gonorrhoeae,NA,NA
SRR5827065,Neisseria gonorrhoeae,NA,NA
SRR5827066,Neisseria gonorrhoeae,NA,NA
SRR5827067,Neisseria gonorrhoeae,NA,NA
SRR5827068,Neisseria gonorrhoeae,NA,NA
SRR5827072,Neisseria gonorrhoeae,NA,NA
SRR5827076,Neisseria gonorrhoeae,NA,NA
SRR5827077,Neisseria gonorrhoeae,NA,NA
SRR5827080,Neisseria gonorrhoeae,NA,NA
SRR5827081,Neisseria gonorrhoeae,NA,NA
SRR5827083,Neisseria gonorrhoeae,NA,NA
SRR5827086,Neisseria gonorrhoeae,NA,NA
SRR5827087,Neisseria gonorrhoeae,NA,NA
SRR5827088,Neisseria gonorrhoeae,NA,NA
SRR5827089,Neisseria gonorrhoeae,NA,NA
SRR5827090,Neisseria gonorrhoeae,NA,NA
SRR5827092,Neisseria gonorrhoeae,NA,NA
SRR5827094,Neisseria gonorrhoeae,NA,NA
SRR5827097,Neisseria gonorrhoeae,NA,NA
SRR5827099,Neisseria gonorrhoeae,NA,NA
SRR5827103,Neisseria gonorrhoeae,NA,NA
SRR5827104,Neisseria gonorrhoeae,NA,NA
SRR5827111,Neisseria gonorrhoeae,NA,NA
SRR5827112,Neisseria gonorrhoeae,NA,NA
SRR5827115,Neisseria gonorrhoeae,NA,NA
SRR5827116,Neisseria gonorrhoeae,NA,NA
SRR5827117,Neisseria gonorrhoeae,NA,NA
SRR5827118,Neisseria gonorrhoeae,NA,NA
SRR5827119,Neisseria gonorrhoeae,NA,NA
SRR5827120,Neisseria gonorrhoeae,NA,NA
SRR5827124,Neisseria gonorrhoeae,NA,NA
SRR5827125,Neisseria gonorrhoeae,NA,NA
SRR5827126,Neisseria gonorrhoeae,NA,NA
SRR5827137,Neisseria gonorrhoeae,NA,NA
SRR5827138,Neisseria gonorrhoeae,NA,NA
SRR5827141,Neisseria gonorrhoeae,NA,NA
SRR5827142,Neisseria gonorrhoeae,NA,NA
SRR5827143,Neisseria gonorrhoeae,NA,NA
SRR5827145,Neisseria gonorrhoeae,NA,NA
SRR5827148,Neisseria gonorrhoeae,NA,NA
SRR5827149,Neisseria gonorrhoeae,NA,NA
SRR5827150,Neisseria gonorrhoeae,NA,NA
SRR5827151,Neisseria gonorrhoeae,NA,NA
SRR5827152,Neisseria gonorrhoeae,NA,NA
SRR5827154,Neisseria gonorrhoeae,NA,NA
SRR5827157,Neisseria gonorrhoeae,NA,NA
SRR5827159,Neisseria gonorrhoeae,NA,NA
SRR5827160,Neisseria gonorrhoeae,NA,NA
SRR5827162,Neisseria gonorrhoeae,NA,NA
SRR5827163,Neisseria gonorrhoeae,NA,NA
SRR5827164,Neisseria gonorrhoeae,NA,NA
SRR5827165,Neisseria gonorrhoeae,NA,NA
SRR5827166,Neisseria gonorrhoeae,NA,NA
SRR5827169,Neisseria gonorrhoeae,NA,NA
SRR5827172,Neisseria gonorrhoeae,NA,NA
SRR5827173,Neisseria gonorrhoeae,NA,NA
SRR5827178,Neisseria gonorrhoeae,NA,NA
SRR5827180,Neisseria gonorrhoeae,NA,NA
SRR5827183,Neisseria gonorrhoeae,NA,NA
SRR5827184,Neisseria gonorrhoeae,NA,NA
SRR5827188,Neisseria gonorrhoeae,NA,NA
SRR5827189,Neisseria gonorrhoeae,NA,NA
SRR5827190,Neisseria gonorrhoeae,NA,NA
SRR5827193,Neisseria gonorrhoeae,NA,NA
SRR5827194,Neisseria gonorrhoeae,NA,NA
SRR5827197,Neisseria gonorrhoeae,NA,NA
SRR5827201,Neisseria gonorrhoeae,NA,NA
SRR5827202,Neisseria gonorrhoeae,NA,NA
SRR5827207,Neisseria gonorrhoeae,NA,NA
SRR5827208,Neisseria gonorrhoeae,NA,NA
SRR5827210,Neisseria gonorrhoeae,NA,NA
SRR5827211,Neisseria gonorrhoeae,NA,NA
SRR5827212,Neisseria gonorrhoeae,NA,NA
SRR5827213,Neisseria gonorrhoeae,NA,NA
SRR5827214,Neisseria gonorrhoeae,NA,NA
SRR5827215,Neisseria gonorrhoeae,NA,NA
SRR5827217,Neisseria gonorrhoeae,NA,NA
SRR5827221,Neisseria gonorrhoeae,NA,NA
SRR5827222,Neisseria gonorrhoeae,NA,NA
SRR5827224,Neisseria gonorrhoeae,NA,NA
SRR5827229,Neisseria gonorrhoeae,NA,NA
SRR5827231,Neisseria gonorrhoeae,NA,NA
SRR5827232,Neisseria gonorrhoeae,NA,NA
SRR5827235,Neisseria gonorrhoeae,NA,NA
SRR5827236,Neisseria gonorrhoeae,NA,NA
SRR5827237,Neisseria gonorrhoeae,NA,NA
SRR5827238,Neisseria gonorrhoeae,NA,NA
SRR5827240,Neisseria gonorrhoeae,NA,NA
SRR5827252,Neisseria gonorrhoeae,NA,NA
SRR5827255,Neisseria gonorrhoeae,NA,NA
SRR5827257,Neisseria gonorrhoeae,NA,NA
SRR5827260,Neisseria gonorrhoeae,NA,NA
SRR5827264,Neisseria gonorrhoeae,NA,NA
SRR5827271,Neisseria gonorrhoeae,NA,NA
SRR5827272,Neisseria gonorrhoeae,NA,NA
SRR5827275,Neisseria gonorrhoeae,NA,NA
SRR5827279,Neisseria gonorrhoeae,NA,NA
SRR5827280,Neisseria gonorrhoeae,NA,NA
SRR5827284,Neisseria gonorrhoeae,NA,NA
SRR5827285,Neisseria gonorrhoeae,NA,NA
SRR5827286,Neisseria gonorrhoeae,NA,NA
SRR5827287,Neisseria gonorrhoeae,NA,NA
SRR5827288,Neisseria gonorrhoeae,NA,NA
SRR5827291,Neisseria gonorrhoeae,NA,NA
SRR5827293,Neisseria gonorrhoeae,NA,NA
SRR5827294,Neisseria gonorrhoeae,NA,NA
SRR5827296,Neisseria gonorrhoeae,NA,NA
SRR5827299,Neisseria gonorrhoeae,NA,NA
SRR5827300,Neisseria gonorrhoeae,NA,NA
SRR5827301,Neisseria gonorrhoeae,NA,NA
SRR5827303,Neisseria gonorrhoeae,NA,NA
SRR5827305,Neisseria gonorrhoeae,NA,NA
SRR5827306,Neisseria gonorrhoeae,NA,NA
SRR5827313,Neisseria gonorrhoeae,NA,NA
SRR5827317,Neisseria gonorrhoeae,NA,NA
SRR5827318,Neisseria gonorrhoeae,NA,NA
SRR5827322,Neisseria gonorrhoeae,NA,NA
SRR5827325,Neisseria gonorrhoeae,NA,NA
SRR5827327,Neisseria gonorrhoeae,NA,NA
SRR5827329,Neisseria gonorrhoeae,NA,NA
SRR5827331,Neisseria gonorrhoeae,NA,NA
SRR5827334,Neisseria gonorrhoeae,NA,NA
SRR5827335,Neisseria gonorrhoeae,NA,NA
SRR5827337,Neisseria gonorrhoeae,NA,NA
SRR5827339,Neisseria gonorrhoeae,NA,NA
SRR5827340,Neisseria gonorrhoeae,NA,NA
SRR5827341,Neisseria gonorrhoeae,NA,NA
SRR5827342,Neisseria gonorrhoeae,NA,NA
SRR5827344,Neisseria gonorrhoeae,NA,NA
SRR5827347,Neisseria gonorrhoeae,NA,NA
SRR5827348,Neisseria gonorrhoeae,NA,NA
SRR5827350,Neisseria gonorrhoeae,NA,NA
SRR5827352,Neisseria gonorrhoeae,NA,NA
SRR5827353,Neisseria gonorrhoeae,NA,NA
SRR5827354,Neisseria gonorrhoeae,NA,NA
SRR5827359,Neisseria gonorrhoeae,NA,NA
SRR5827360,Neisseria gonorrhoeae,NA,NA
SRR5827364,Neisseria gonorrhoeae,NA,NA
SRR5827366,Neisseria gonorrhoeae,NA,NA
SRR5827368,Neisseria gonorrhoeae,NA,NA
SRR5827370,Neisseria gonorrhoeae,NA,NA
SRR5827371,Neisseria gonorrhoeae,NA,NA
SRR5827372,Neisseria gonorrhoeae,NA,NA
SRR5827374,Neisseria gonorrhoeae,NA,NA
SRR5827376,Neisseria gonorrhoeae,NA,NA
SRR5827379,Neisseria gonorrhoeae,NA,NA
SRR5827380,Neisseria gonorrhoeae,NA,NA
SRR5827383,Neisseria gonorrhoeae,NA,NA
SRR5827384,Neisseria gonorrhoeae,NA,NA
SRR5827385,Neisseria gonorrhoeae,NA,NA
SRR5827387,Neisseria gonorrhoeae,NA,NA
SRR5827391,Neisseria gonorrhoeae,NA,NA
SRR5827393,Neisseria gonorrhoeae,NA,NA
SRR5827395,Neisseria gonorrhoeae,NA,NA
SRR5827396,Neisseria gonorrhoeae,NA,NA
SRR5827398,Neisseria gonorrhoeae,NA,NA
SRR5827399,Neisseria gonorrhoeae,NA,NA
SRR5827401,Neisseria gonorrhoeae,NA,NA
SRR5827402,Neisseria gonorrhoeae,NA,NA
SRR5827403,Neisseria gonorrhoeae,NA,NA
SRR5827404,Neisseria gonorrhoeae,NA,NA
SRR5827411,Neisseria gonorrhoeae,NA,NA
SRR5827412,Neisseria gonorrhoeae,NA,NA
SRR6238585,Neisseria gonorrhoeae,NA,NA
SRR959017,Neisseria gonorrhoeae,NA,NA
SRR969045,Neisseria gonorrhoeae,NA,NA
SRR969336,Neisseria gonorrhoeae,NA,NA
SRR969341,Neisseria gonorrhoeae,NA,NA
SRR969345,Neisseria gonorrhoeae,NA,NA
SRR969348,Neisseria gonorrhoeae,NA,NA
SRR969351,Neisseria gonorrhoeae,NA,NA
SRR969352,Neisseria gonorrhoeae,NA,NA
SRR969377,Neisseria gonorrhoeae,NA,NA
SRR969378,Neisseria gonorrhoeae,NA,NA
SRR969379,Neisseria gonorrhoeae,NA,NA
SRR969380,Neisseria gonorrhoeae,NA,NA
SRR969382,Neisseria gonorrhoeae,NA,NA
SRR969386,Neisseria gonorrhoeae,NA,NA
SRR969389,Neisseria gonorrhoeae,NA,NA
SRR969391,Neisseria gonorrhoeae,NA,NA
SRR969392,Neisseria gonorrhoeae,NA,NA
SRR10037257,Pseudomonas aeruginosa,NA,NA
SRR10037258,Pseudomonas aeruginosa,NA,NA
SRR10037259,Pseudomonas aeruginosa,NA,NA
SRR10037260,Pseudomonas aeruginosa,NA,NA
SRR10037261,Pseudomonas aeruginosa,NA,NA
SRR10037262,Pseudomonas aeruginosa,NA,NA
SRR10037264,Pseudomonas aeruginosa,NA,NA
SRR10037275,Pseudomonas aeruginosa,NA,NA
SRR10037276,Pseudomonas aeruginosa,NA,NA
SRR1056046,Pseudomonas aeruginosa,NA,NA
SRR1056047,Pseudomonas aeruginosa,NA,NA
SRR1056048,Pseudomonas aeruginosa,NA,NA
SRR1056049,Pseudomonas aeruginosa,NA,NA
SRR1056050,Pseudomonas aeruginosa,NA,NA
SRR1056051,Pseudomonas aeruginosa,NA,NA
SRR1056052,Pseudomonas aeruginosa,NA,NA
SRR1056053,Pseudomonas aeruginosa,NA,NA
SRR1056054,Pseudomonas aeruginosa,NA,NA
SRR1056055,Pseudomonas aeruginosa,NA,NA
SRR1056056,Pseudomonas aeruginosa,NA,NA
SRR1056057,Pseudomonas aeruginosa,NA,NA
SRR1056059,Pseudomonas aeruginosa,NA,NA
SRR1056060,Pseudomonas aeruginosa,NA,NA
SRR1056061,Pseudomonas aeruginosa,NA,NA
SRR1056062,Pseudomonas aeruginosa,NA,NA
SRR1056063,Pseudomonas aeruginosa,NA,NA
SRR1056064,Pseudomonas aeruginosa,NA,NA
SRR1056065,Pseudomonas aeruginosa,NA,NA
SRR1056066,Pseudomonas aeruginosa,NA,NA
SRR1056067,Pseudomonas aeruginosa,NA,NA
SRR1056068,Pseudomonas aeruginosa,NA,NA
SRR1056069,Pseudomonas aeruginosa,NA,NA
SRR1056070,Pseudomonas aeruginosa,NA,NA
SRR1056071,Pseudomonas aeruginosa,NA,NA
SRR1056072,Pseudomonas aeruginosa,NA,NA
SRR1056073,Pseudomonas aeruginosa,NA,NA
SRR1056074,Pseudomonas aeruginosa,NA,NA
SRR1056075,Pseudomonas aeruginosa,NA,NA
SRR1056076,Pseudomonas aeruginosa,NA,NA
SRR1056077,Pseudomonas aeruginosa,NA,NA
SRR1056078,Pseudomonas aeruginosa,NA,NA
SRR1056079,Pseudomonas aeruginosa,NA,NA
SRR1056080,Pseudomonas aeruginosa,NA,NA
SRR1056081,Pseudomonas aeruginosa,NA,NA
SRR1056082,Pseudomonas aeruginosa,NA,NA
SRR1056083,Pseudomonas aeruginosa,NA,NA
SRR1056084,Pseudomonas aeruginosa,NA,NA
SRR1056085,Pseudomonas aeruginosa,NA,NA
SRR1056086,Pseudomonas aeruginosa,NA,NA
SRR1056087,Pseudomonas aeruginosa,NA,NA
SRR1056088,Pseudomonas aeruginosa,NA,NA
SRR1056089,Pseudomonas aeruginosa,NA,NA
SRR1056090,Pseudomonas aeruginosa,NA,NA
SRR1056091,Pseudomonas aeruginosa,NA,NA
SRR1056092,Pseudomonas aeruginosa,NA,NA
SRR1056093,Pseudomonas aeruginosa,NA,NA
SRR1056094,Pseudomonas aeruginosa,NA,NA
SRR1056095,Pseudomonas aeruginosa,NA,NA
SRR1056096,Pseudomonas aeruginosa,NA,NA
SRR1056097,Pseudomonas aeruginosa,NA,NA
SRR1056098,Pseudomonas aeruginosa,NA,NA
SRR1056099,Pseudomonas aeruginosa,NA,NA
SRR1056100,Pseudomonas aeruginosa,NA,NA
SRR1056101,Pseudomonas aeruginosa,NA,NA
SRR1056102,Pseudomonas aeruginosa,NA,NA
SRR1056103,Pseudomonas aeruginosa,NA,NA
SRR1056104,Pseudomonas aeruginosa,NA,NA
SRR1056105,Pseudomonas aeruginosa,NA,NA
SRR1056106,Pseudomonas aeruginosa,NA,NA
SRR1056107,Pseudomonas aeruginosa,NA,NA
SRR1056108,Pseudomonas aeruginosa,NA,NA
SRR1056109,Pseudomonas aeruginosa,NA,NA
SRR1056110,Pseudomonas aeruginosa,NA,NA
SRR1056111,Pseudomonas aeruginosa,NA,NA
SRR1056112,Pseudomonas aeruginosa,NA,NA
SRR1056113,Pseudomonas aeruginosa,NA,NA
SRR1056114,Pseudomonas aeruginosa,NA,NA
SRR1056115,Pseudomonas aeruginosa,NA,NA
SRR1056116,Pseudomonas aeruginosa,NA,NA
SRR1056117,Pseudomonas aeruginosa,NA,NA
SRR1056118,Pseudomonas aeruginosa,NA,NA
SRR1056119,Pseudomonas aeruginosa,NA,NA
SRR1056120,Pseudomonas aeruginosa,NA,NA
SRR1056121,Pseudomonas aeruginosa,NA,NA
SRR1056122,Pseudomonas aeruginosa,NA,NA
SRR1056123,Pseudomonas aeruginosa,NA,NA
SRR1056124,Pseudomonas aeruginosa,NA,NA
SRR1056125,Pseudomonas aeruginosa,NA,NA
SRR1056126,Pseudomonas aeruginosa,NA,NA
SRR1056127,Pseudomonas aeruginosa,NA,NA
SRR1056128,Pseudomonas aeruginosa,NA,NA
SRR1056129,Pseudomonas aeruginosa,NA,NA
SRR1056130,Pseudomonas aeruginosa,NA,NA
SRR1056131,Pseudomonas aeruginosa,NA,NA
SRR1056132,Pseudomonas aeruginosa,NA,NA
SRR1056133,Pseudomonas aeruginosa,NA,NA
SRR1056134,Pseudomonas aeruginosa,NA,NA
SRR1056135,Pseudomonas aeruginosa,NA,NA
SRR1056136,Pseudomonas aeruginosa,NA,NA
SRR1056137,Pseudomonas aeruginosa,NA,NA
SRR1056138,Pseudomonas aeruginosa,NA,NA
SRR1056139,Pseudomonas aeruginosa,NA,NA
SRR1056140,Pseudomonas aeruginosa,NA,NA
SRR1056141,Pseudomonas aeruginosa,NA,NA
SRR1056142,Pseudomonas aeruginosa,NA,NA
SRR1056143,Pseudomonas aeruginosa,NA,NA
SRR1056144,Pseudomonas aeruginosa,NA,NA
SRR1056145,Pseudomonas aeruginosa,NA,NA
SRR1056146,Pseudomonas aeruginosa,NA,NA
SRR1056147,Pseudomonas aeruginosa,NA,NA
SRR1056148,Pseudomonas aeruginosa,NA,NA
SRR1056149,Pseudomonas aeruginosa,NA,NA
SRR1056150,Pseudomonas aeruginosa,NA,NA
SRR1056151,Pseudomonas aeruginosa,NA,NA
SRR1056152,Pseudomonas aeruginosa,NA,NA
SRR1056153,Pseudomonas aeruginosa,NA,NA
SRR1056154,Pseudomonas aeruginosa,NA,NA
SRR1056155,Pseudomonas aeruginosa,NA,NA
SRR1056156,Pseudomonas aeruginosa,NA,NA
SRR1056157,Pseudomonas aeruginosa,NA,NA
SRR1056158,Pseudomonas aeruginosa,NA,NA
SRR1056159,Pseudomonas aeruginosa,NA,NA
SRR1056160,Pseudomonas aeruginosa,NA,NA
SRR1056161,Pseudomonas aeruginosa,NA,NA
SRR1056162,Pseudomonas aeruginosa,NA,NA
SRR1056163,Pseudomonas aeruginosa,NA,NA
SRR1056164,Pseudomonas aeruginosa,NA,NA
SRR1056165,Pseudomonas aeruginosa,NA,NA
SRR1056166,Pseudomonas aeruginosa,NA,NA
SRR1056167,Pseudomonas aeruginosa,NA,NA
SRR1056168,Pseudomonas aeruginosa,NA,NA
SRR1056169,Pseudomonas aeruginosa,NA,NA
SRR1056170,Pseudomonas aeruginosa,NA,NA
SRR1056171,Pseudomonas aeruginosa,NA,NA
SRR1056172,Pseudomonas aeruginosa,NA,NA
SRR1056173,Pseudomonas aeruginosa,NA,NA
SRR1056174,Pseudomonas aeruginosa,NA,NA
SRR1056175,Pseudomonas aeruginosa,NA,NA
SRR1056176,Pseudomonas aeruginosa,NA,NA
SRR1056177,Pseudomonas aeruginosa,NA,NA
SRR1056178,Pseudomonas aeruginosa,NA,NA
SRR1056179,Pseudomonas aeruginosa,NA,NA
SRR1056180,Pseudomonas aeruginosa,NA,NA
SRR11288320,Pseudomonas aeruginosa,NA,NA
SRR11288321,Pseudomonas aeruginosa,NA,NA
SRR11288322,Pseudomonas aeruginosa,NA,NA
SRR11288323,Pseudomonas aeruginosa,NA,NA
SRR11288325,Pseudomonas aeruginosa,NA,NA
SRR11288326,Pseudomonas aeruginosa,NA,NA
SRR11288327,Pseudomonas aeruginosa,NA,NA
SRR11288328,Pseudomonas aeruginosa,NA,NA
SRR11288329,Pseudomonas aeruginosa,NA,NA
SRR2299415,Pseudomonas aeruginosa,NA,NA
SRR2449253,Pseudomonas aeruginosa,NA,NA
SRR2544785,Pseudomonas aeruginosa,NA,NA
SRR2976835,Pseudomonas aeruginosa,NA,NA
SRR3618623,Pseudomonas aeruginosa,NA,NA
SRR3618624,Pseudomonas aeruginosa,NA,NA
SRR3618625,Pseudomonas aeruginosa,NA,NA
SRR3618630,Pseudomonas aeruginosa,NA,NA
SRR3666031,Pseudomonas aeruginosa,NA,NA
SRR3666044,Pseudomonas aeruginosa,NA,NA
SRR3666049,Pseudomonas aeruginosa,NA,NA
SRR3666066,Pseudomonas aeruginosa,NA,NA
SRR3666068,Pseudomonas aeruginosa,NA,NA
SRR3666069,Pseudomonas aeruginosa,NA,NA
SRR3886565,Pseudomonas aeruginosa,NA,NA
SRR3886583,Pseudomonas aeruginosa,NA,NA
SRR3886584,Pseudomonas aeruginosa,NA,NA
SRR3932416,Pseudomonas aeruginosa,NA,NA
SRR3932420,Pseudomonas aeruginosa,NA,NA
SRR4019389,Pseudomonas aeruginosa,NA,NA
SRR4019400,Pseudomonas aeruginosa,NA,NA
SRR4294838,Pseudomonas aeruginosa,NA,NA
SRR4294852,Pseudomonas aeruginosa,NA,NA
SRR4417530,Pseudomonas aeruginosa,NA,NA
SRR4417532,Pseudomonas aeruginosa,NA,NA
SRR4417533,Pseudomonas aeruginosa,NA,NA
SRR4417534,Pseudomonas aeruginosa,NA,NA
SRR4417535,Pseudomonas aeruginosa,NA,NA
SRR4417536,Pseudomonas aeruginosa,NA,NA
SRR4417537,Pseudomonas aeruginosa,NA,NA
SRR4417538,Pseudomonas aeruginosa,NA,NA
SRR4417539,Pseudomonas aeruginosa,NA,NA
SRR4417540,Pseudomonas aeruginosa,NA,NA
SRR4417541,Pseudomonas aeruginosa,NA,NA
SRR4417542,Pseudomonas aeruginosa,NA,NA
SRR4417543,Pseudomonas aeruginosa,NA,NA
SRR4417544,Pseudomonas aeruginosa,NA,NA
SRR4417545,Pseudomonas aeruginosa,NA,NA
SRR4417546,Pseudomonas aeruginosa,NA,NA
SRR4417547,Pseudomonas aeruginosa,NA,NA
SRR4417548,Pseudomonas aeruginosa,NA,NA
SRR4417549,Pseudomonas aeruginosa,NA,NA
SRR4417550,Pseudomonas aeruginosa,NA,NA
SRR4417551,Pseudomonas aeruginosa,NA,NA
SRR4417552,Pseudomonas aeruginosa,NA,NA
SRR4417553,Pseudomonas aeruginosa,NA,NA
SRR4417554,Pseudomonas aeruginosa,NA,NA
SRR4417555,Pseudomonas aeruginosa,NA,NA
SRR4417556,Pseudomonas aeruginosa,NA,NA
SRR4417557,Pseudomonas aeruginosa,NA,NA
